 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.50  350.00820923   184.4880      6.9840      5.0217      4.7580      0.6839   0.0000
   5.50  350.00823975   171.6190      6.9540      5.0266      4.7770      0.3899   0.0000
   5.50  350.00827026   161.3950      6.9280      5.0334      4.8030      0.2318   0.0000
   5.50  350.00830078   145.3380      6.9370      4.3622      2.0640      0.0871   0.0000
 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.55    0.09000000     0.0900     -0.9640      3.5223      3.3980      0.4086   0.0000
   5.55    0.10000001     0.1000     -0.8520      3.5282      3.3540      0.4086   0.0000
   5.55    0.11999999     0.1200     -0.7150      3.5362      3.3280      0.4086   0.0000
   5.55    0.14000000     0.1400     -0.6000      3.5435      3.3100      0.4086   0.0000
   5.55    0.15997206     0.1600     -0.4920      3.5507      3.2890      0.4086   0.0000
   5.55    0.16000000     0.1600     -0.4920      3.5507      3.2890      0.4086   0.0000
   5.55    0.20000002     0.2000     -0.2980      3.5656      3.2520      0.4086   0.0000
   5.55    0.25000000     0.2500     -0.0880      3.5853      3.2170      0.4086   0.0000
   5.55    0.25384891     0.2540     -0.0740      3.5869      3.2160      0.4086   0.0000
   5.55    0.30000004     0.3000      0.0940      3.6051      3.1940      0.4086   0.0000
   5.55    0.30660731     0.3070      0.1130      3.6075      3.1940      0.4086   0.0000
   5.55    0.34999999     0.3500      0.2410      3.6226      3.1830      0.4086   0.0000
   5.55    0.40000004     0.4000      0.3520      3.6366      3.1860      0.4086   0.0000
   5.55    0.42735636     0.4270      0.3880      3.6425      3.2020      0.4086   0.0000
   5.55    0.45734227     0.4570      0.4240      3.6484      3.2200      0.4086   0.0000
   5.55    0.48254919     0.4830      0.4360      3.6526      3.2480      0.4086   0.0000
   5.55    0.50000000     0.5000      0.4560      3.6556      3.2550      0.4086   0.0000
   5.55    0.50510842     0.5050      0.4510      3.6560      3.2670      0.4086   0.0000
   5.55    0.51292229     0.5130      0.4510      3.6567      3.2750      0.4086   0.0000
   5.55    0.52135104     0.5210      0.4610      3.6578      3.2770      0.4086   0.0000
   5.55    0.53047019     0.5300      0.4740      3.6592      3.2780      0.4086   0.0000
   5.55    0.54027224     0.5400      0.4800      3.6610      3.2870      0.4086   0.0000
   5.55    0.55000007     0.5500      0.4820      3.6630      3.3000      0.4086   0.0000
   5.55    0.55579007     0.5550      0.4840      3.6635      3.3050      0.4086   0.0000
   5.55    0.56539297     0.5650      0.4920      3.6645      3.3080      0.4086   0.0000
   5.55    0.57578427     0.5750      0.5020      3.6658      3.3110      0.4086   0.0000
   5.55    0.58697170     0.5870      0.5090      3.6675      3.3200      0.4086   0.0000
   5.55    0.59895611     0.5990      0.5140      3.6696      3.3320      0.4086   0.0000
   5.55    0.60000002     0.6000      0.5150      3.6698      3.3330      0.4086   0.0000
   5.55    0.61751527     0.6170      0.5270      3.6717      3.3400      0.4086   0.0000
   5.55    0.63864678     0.6390      0.5420      3.6743      3.3500      0.4086   0.0000
   5.55    0.64999998     0.6500      0.5500      3.6758      3.3570      0.4086   0.0000
   5.55    0.66742700     0.6670      0.5630      3.6776      3.3620      0.4086   0.0000
   5.55    0.68952978     0.6900      0.5790      3.6800      3.3700      0.4086   0.0000
   5.55    0.69999999     0.7000      0.5860      3.6813      3.3740      0.4086   0.0000
   5.55    0.70303100     0.7030      0.5880      3.6818      3.3760      0.4084   0.0000
   5.55    0.72962868     0.7300      0.6080      3.6861      3.3890      0.4053   0.0000
   5.55    0.75000000     0.7500      0.6250      3.6895      3.3980      0.4032   0.0000
   5.55    0.76234448     0.7620      0.6330      3.6905      3.4010      0.4032   0.0000
   5.55    0.78886902     0.7890      0.6520      3.6928      3.4060      0.4032   0.0000
   5.55    0.80000007     0.8000      0.6590      3.6938      3.4090      0.4032   0.0000
